sale_id,product_id,customer_id,sale_price,quantity,sale_date,VIP_status
1001,P101,C_001,150,2,15-01-2023,Non-VIP
1002,P102,C_002,75,3,01/20/2023,Non-VIP
1003,P103,C_001,250.5,1,25-01-2023,Non-VIP
1004,P101,C_003,150,4,01-02-2023,Non-VIP
1005,P104,C_004,30,,05-02-2023,Non-VIP
1006,P102,C_005,75,2,10-02-2023,Non-VIP
1007,P105,C_003,120,1,02/15/2023,Non-VIP
1008,P101,C_006,150,3,20-02-2023,Non-VIP
1009,P103,C_007,,2,25-02-2023,Non-VIP
1010,P104,C_008,30,5,01-03-2023,Non-VIP
1011,P102,C_009,75,1,05-03-2023,Non-VIP
1012,P105,C_001,120,3,10-03-2023,Non-VIP
1013,P103,C_010,250.5,1,15-03-2023,Non-VIP
1014,P101,C_014,,3,01-02-2023,Non-VIP
1015,P102,C_024,,,11-03-2023,VIP
1016,P105,C_065,150,1,12-01-2023,VIP
1017,P102,C_075,120,1,13-03-2023,VIP
1018,P105,C_064,75,4,03/17/2023,VIP
1019,P101,C_031,,4,02/13/2023,VIP
1020,P102,C_038,250.5,1,01-12-2023,Non-VIP
1021,P101,C_056,250.5,5,03-02-2023,VIP
1022,P104,C_079,150,4,11-01-2023,VIP
1023,P103,C_091,120,3,15-03-2023,Non-VIP
1024,P101,C_016,,2,07-02-2023,VIP
1025,P102,C_023,30,3,28-02-2023,Non-VIP
1026,P103,C_031,250.5,3,27-01-2023,VIP
1027,P103,C_098,,1,19-03-2023,VIP
1028,P102,C_079,,2,01/21/2023,VIP
1029,P104,C_045,,,13-03-2023,VIP
1030,P103,C_018,75,1,02-10-2023,Non-VIP
1031,P103,C_019,75,5,10-02-2023,VIP
1032,P104,C_061,,4,01/19/2023,VIP
1033,P102,C_042,,5,03-10-2023,VIP
1034,P105,C_065,120,4,16-02-2023,VIP
1035,P102,C_076,30,1,07-01-2023,VIP
1036,P102,C_091,75,,24-02-2023,Non-VIP
1037,P101,C_060,30,5,01-03-2023,VIP
1038,P103,C_081,150,,15-01-2023,VIP
1039,P105,C_045,,3,01/15/2023,VIP
1040,P104,C_031,30,1,03-02-2023,VIP
1041,P102,C_075,150,,08-02-2023,VIP
1042,P105,C_088,75,2,17-02-2023,VIP
1043,P105,C_078,150,5,02-11-2023,VIP
1044,P101,C_025,250.5,3,31-01-2023,VIP
1045,P102,C_083,150,1,04-03-2023,VIP
1046,P105,C_027,75,,02-03-2023,VIP
1047,P102,C_044,120,5,24-02-2023,Non-VIP
1048,P105,C_099,75,,02-09-2023,VIP
1049,P103,C_067,120,4,16-01-2023,VIP
1050,P102,C_019,250.5,1,17-03-2023,VIP
1051,P102,C_086,75,1,10-01-2023,Non-VIP
1052,P101,C_040,150,1,12-02-2023,VIP
1053,P105,C_041,250.5,,04-03-2023,VIP
1054,P105,C_027,,5,03/15/2023,VIP
1055,P102,C_071,30,2,13-01-2023,VIP
1056,P104,C_056,30,4,01-03-2023,VIP
1057,P101,C_097,,,13-01-2023,Non-VIP
1058,P104,C_054,150,2,25-01-2023,VIP
1059,P105,C_068,75,4,01/24/2023,VIP
1060,P104,C_042,150,4,12-03-2023,VIP
1061,P101,C_094,120,1,12-01-2023,Non-VIP
1062,P102,C_063,30,4,01/28/2023,Non-VIP
1063,P101,C_032,30,1,02/19/2023,VIP
1064,P104,C_047,30,,13-03-2023,Non-VIP
1065,P104,C_030,75,3,28-01-2023,Non-VIP
1066,P105,C_080,150,,10-02-2023,VIP
1067,P101,C_085,30,5,09-03-2023,VIP
1068,P101,C_076,150,2,09-01-2023,VIP
1069,P101,C_097,75,4,16-01-2023,Non-VIP
1070,P102,C_085,120,1,21-03-2023,VIP
1071,P104,C_095,120,5,03-08-2023,VIP
1072,P103,C_037,,,10-02-2023,Non-VIP
1073,P103,C_061,75,,03/24/2023,VIP
1074,P104,C_051,150,1,28-02-2023,VIP
1075,P105,C_023,150,5,28-01-2023,Non-VIP
1076,P103,C_027,250.5,1,02-01-2023,VIP
1077,P103,C_031,30,5,04-01-2023,VIP
1078,P105,C_094,120,1,27-03-2023,Non-VIP
1079,P103,C_095,150,2,03-02-2023,VIP
1080,P101,C_081,75,3,06-02-2023,VIP
1081,P102,C_054,75,,03/23/2023,VIP
1082,P105,C_073,250.5,1,12-01-2023,VIP
1083,P104,C_046,150,1,12-02-2023,VIP
1084,P103,C_031,,4,12-03-2023,VIP
1085,P104,C_082,150,1,10-01-2023,Non-VIP
1086,P102,C_080,150,3,16-03-2023,VIP
1087,P102,C_066,75,1,02-09-2023,Non-VIP
1088,P101,C_056,75,,01-02-2023,VIP
1089,P101,C_056,120,4,21-03-2023,VIP
1090,P102,C_041,75,2,22-02-2023,VIP
1091,P102,C_053,30,,02-01-2023,VIP
1092,P102,C_024,30,1,02-03-2023,VIP
1093,P102,C_069,250.5,3,30-01-2023,VIP
1094,P101,C_095,75,4,02-12-2023,VIP
1095,P101,C_046,250.5,,03-07-2023,VIP
1096,P105,C_053,150,1,03-02-2023,VIP
1097,P105,C_044,150,1,03/18/2023,Non-VIP
1098,P103,C_051,30,5,07-03-2023,VIP
1099,P104,C_084,75,3,06-01-2023,VIP
1100,P104,C_011,120,5,29-03-2023,Non-VIP
1101,P102,C_057,30,1,03/27/2023,Non-VIP
1102,P105,C_051,,1,08-02-2023,VIP
1103,P103,C_096,30,3,21-02-2023,Non-VIP
1104,P103,C_081,75,2,23-02-2023,VIP
1105,P104,C_097,,2,20-03-2023,Non-VIP
1106,P103,C_062,120,1,02-08-2023,VIP
1107,P102,C_066,120,5,03/25/2023,Non-VIP
1108,P104,C_067,30,,28-01-2023,VIP
1109,P104,C_032,,1,06-02-2023,VIP
1110,P105,C_053,150,2,03/28/2023,VIP
1111,P102,C_036,75,1,06-01-2023,Non-VIP
1112,P104,C_089,150,4,23-02-2023,Non-VIP
1113,P105,C_035,,,02/19/2023,VIP
1114,P104,C_042,75,,30-03-2023,VIP
1115,P101,C_065,75,2,31-03-2023,VIP
1116,P104,C_017,120,2,01/16/2023,VIP
1117,P102,C_070,,5,13-03-2023,Non-VIP
1118,P103,C_067,120,,03-06-2023,VIP
1119,P105,C_068,75,,03-02-2023,VIP
1120,P103,C_042,,3,03-08-2023,VIP
1121,P102,C_046,30,1,06-02-2023,VIP
1122,P103,C_053,250.5,5,11-01-2023,VIP
1123,P102,C_040,30,,20-01-2023,VIP
1124,P102,C_019,30,4,12-02-2023,VIP
1125,P104,C_064,150,2,02/23/2023,VIP
1126,P105,C_013,120,4,03-03-2023,Non-VIP
1127,P103,C_049,30,4,10-03-2023,Non-VIP
1128,P105,C_088,75,4,01/29/2023,VIP
1129,P104,C_073,150,4,13-02-2023,VIP
1130,P104,C_032,30,2,21-03-2023,VIP
1131,P101,C_061,120,5,26-03-2023,VIP
1132,P101,C_093,30,2,01-03-2023,Non-VIP
1133,P101,C_044,30,3,01/28/2023,Non-VIP
1134,P103,C_054,30,3,02/23/2023,VIP
1135,P101,C_071,150,,11-03-2023,VIP
1136,P103,C_039,,1,25-03-2023,VIP
1137,P101,C_042,75,1,21-03-2023,VIP
1138,P102,C_027,30,,15-01-2023,VIP
1139,P102,C_070,,3,17-02-2023,Non-VIP
1140,P105,C_088,,,15-01-2023,VIP
1141,P103,C_024,120,1,09-02-2023,VIP
1142,P104,C_061,,2,10-01-2023,VIP
1143,P102,C_024,,3,29-03-2023,VIP
1144,P101,C_083,150,3,03-10-2023,VIP
1145,P103,C_019,120,,13-02-2023,VIP
1146,P104,C_073,150,4,16-02-2023,VIP
1147,P104,C_030,30,2,08-03-2023,Non-VIP
1148,P103,C_089,120,4,03-01-2023,Non-VIP
1149,P105,C_045,250.5,2,01-12-2023,VIP
1150,P104,C_042,30,5,20-03-2023,VIP
1151,P104,C_054,150,4,11-02-2023,VIP
1152,P104,C_038,250.5,3,02/13/2023,Non-VIP
1153,P105,C_046,120,1,08-03-2023,VIP
1154,P101,C_041,,4,04-03-2023,VIP
1155,P102,C_099,30,,03-04-2023,VIP
1156,P101,C_022,250.5,2,21-02-2023,Non-VIP
1157,P102,C_050,,5,02/17/2023,Non-VIP
1158,P105,C_078,250.5,4,03-12-2023,VIP
1159,P103,C_069,250.5,3,02-02-2023,VIP
1160,P101,C_035,250.5,1,10-03-2023,VIP
1161,P102,C_035,75,,03-03-2023,VIP
1162,P105,C_078,120,3,13-01-2023,VIP
1163,P103,C_040,250.5,2,08-02-2023,VIP
1164,P105,C_027,250.5,1,07-01-2023,VIP
1165,P103,C_027,,4,14-01-2023,VIP
1166,P105,C_047,30,4,02/26/2023,Non-VIP
1167,P102,C_017,250.5,4,15-01-2023,VIP
1168,P104,C_073,150,5,22-03-2023,VIP
1169,P101,C_030,75,5,08-02-2023,Non-VIP
1170,P102,C_026,120,4,19-03-2023,VIP
1171,P105,C_039,120,4,02/27/2023,VIP
1172,P103,C_086,30,3,14-03-2023,Non-VIP
1173,P101,C_089,,1,27-01-2023,Non-VIP
1174,P102,C_044,,1,21-01-2023,Non-VIP
1175,P102,C_081,150,2,01-01-2023,VIP
1176,P104,C_099,120,4,07-02-2023,VIP
1177,P102,C_047,,3,03/31/2023,Non-VIP
1178,P101,C_098,75,3,22-03-2023,VIP
1179,P102,C_065,150,5,29-01-2023,VIP
1180,P102,C_045,75,1,08-01-2023,VIP
1181,P103,C_087,,5,02-06-2023,VIP
1182,P101,C_070,,3,03/31/2023,Non-VIP
1183,P103,C_075,120,4,26-02-2023,VIP
1184,P105,C_016,30,,11-02-2023,VIP
1185,P103,C_014,150,2,28-03-2023,Non-VIP
1186,P105,C_013,,3,15-03-2023,Non-VIP
1187,P102,C_071,120,,02/26/2023,VIP
1188,P102,C_085,30,,04-03-2023,VIP
1189,P104,C_055,30,3,11-02-2023,VIP
1190,P101,C_031,250.5,4,03/30/2023,VIP
1191,P103,C_095,30,5,01-05-2023,VIP
1192,P101,C_051,250.5,3,01/15/2023,VIP
1193,P105,C_011,,5,03-01-2023,Non-VIP
1194,P101,C_035,120,3,03/21/2023,VIP
1195,P104,C_017,75,3,12-03-2023,VIP
1196,P103,C_067,,4,16-01-2023,VIP
1197,P105,C_041,,2,09-02-2023,VIP
1198,P101,C_081,30,1,29-01-2023,VIP
1199,P104,C_026,,2,05-03-2023,VIP
1200,P103,C_076,,3,02/23/2023,VIP
1201,P104,C_042,30,5,01/19/2023,VIP
1202,P102,C_087,120,,18-01-2023,VIP
1203,P103,C_064,250.5,5,04-02-2023,VIP
1204,P103,C_049,120,5,03/26/2023,Non-VIP
1205,P102,C_068,120,4,02/14/2023,VIP
1206,P105,C_080,30,4,11-02-2023,VIP
1207,P102,C_084,30,2,22-02-2023,VIP
1208,P103,C_071,,4,19-02-2023,VIP
1209,P102,C_074,150,2,06-03-2023,Non-VIP
1210,P103,C_023,30,1,03-09-2023,Non-VIP
1211,P101,C_029,30,,20-01-2023,Non-VIP
1212,P104,C_044,250.5,5,03/30/2023,Non-VIP
1213,P101,C_053,,5,02/18/2023,VIP
1214,P104,C_080,150,5,09-01-2023,VIP
1215,P103,C_040,,1,25-02-2023,VIP
1216,P101,C_067,75,,08-02-2023,VIP
1217,P101,C_052,150,3,02/15/2023,Non-VIP
1218,P104,C_029,75,5,22-02-2023,Non-VIP
1219,P102,C_032,75,1,03/20/2023,VIP
1220,P105,C_098,75,4,16-03-2023,VIP
1221,P102,C_070,,3,02/28/2023,Non-VIP
1222,P101,C_070,250.5,,11-03-2023,Non-VIP
1223,P101,C_067,250.5,5,08-02-2023,VIP
1224,P104,C_099,250.5,4,08-02-2023,VIP
1225,P104,C_072,150,2,18-02-2023,Non-VIP
1226,P103,C_084,250.5,,07-02-2023,VIP
1227,P104,C_046,150,5,29-03-2023,VIP
1228,P101,C_088,,4,06-02-2023,VIP
1229,P105,C_056,75,,25-01-2023,VIP
1230,P103,C_097,,,29-03-2023,Non-VIP
1231,P101,C_091,,1,02-09-2023,Non-VIP
1232,P101,C_085,250.5,,17-01-2023,VIP
1233,P103,C_052,,4,23-01-2023,Non-VIP
1234,P102,C_080,250.5,5,03-06-2023,VIP
1235,P102,C_043,30,3,13-02-2023,Non-VIP
1236,P104,C_020,75,2,28-03-2023,VIP
1237,P104,C_082,250.5,1,20-02-2023,Non-VIP
1238,P103,C_079,150,4,17-02-2023,VIP
1239,P103,C_085,30,,17-02-2023,VIP
1240,P102,C_071,150,5,03/13/2023,VIP
1241,P105,C_039,,1,03/23/2023,VIP
1242,P103,C_094,30,1,18-01-2023,Non-VIP
1243,P101,C_049,30,1,13-01-2023,Non-VIP
1244,P105,C_028,30,4,17-02-2023,Non-VIP
1245,P105,C_064,120,,01/20/2023,VIP
1246,P101,C_073,120,4,05-02-2023,VIP
1247,P103,C_038,30,4,01/31/2023,Non-VIP
1248,P101,C_098,250.5,5,03/24/2023,VIP
1249,P101,C_061,250.5,2,01/16/2023,VIP
1250,P101,C_095,75,,23-03-2023,VIP
1251,P101,C_017,250.5,2,17-01-2023,VIP
1252,P102,C_019,120,2,17-03-2023,VIP
1253,P102,C_053,75,5,01-01-2023,VIP
1254,P102,C_027,120,3,23-01-2023,VIP
1255,P101,C_027,150,3,31-01-2023,VIP
1256,P103,C_013,75,3,07-01-2023,Non-VIP
1257,P104,C_078,150,,01-09-2023,VIP
1258,P104,C_057,120,5,01/14/2023,Non-VIP
1259,P105,C_039,120,1,26-03-2023,VIP
1260,P103,C_069,,1,01-08-2023,VIP
1261,P104,C_065,,1,04-03-2023,VIP
1262,P104,C_020,150,3,19-03-2023,VIP
1263,P101,C_027,250.5,5,23-03-2023,VIP
1264,P105,C_052,30,5,03-09-2023,Non-VIP
1265,P104,C_075,120,4,13-01-2023,VIP
1266,P101,C_094,,5,01/28/2023,Non-VIP
1267,P104,C_040,30,3,02/28/2023,VIP
1268,P104,C_023,250.5,4,10-02-2023,Non-VIP
1269,P103,C_058,75,,02-03-2023,VIP
1270,P101,C_021,150,4,13-01-2023,VIP
1271,P103,C_027,120,1,17-03-2023,VIP
1272,P105,C_053,,1,02/22/2023,VIP
1273,P104,C_017,250.5,5,02-09-2023,VIP
1274,P101,C_084,120,2,20-01-2023,VIP
1275,P104,C_039,150,3,03/13/2023,VIP
1276,P101,C_046,120,2,24-02-2023,VIP
1277,P105,C_089,,,13-03-2023,Non-VIP
1278,P105,C_095,,3,04-01-2023,VIP
1279,P103,C_050,250.5,3,01-01-2023,Non-VIP
1280,P102,C_083,,4,09-01-2023,VIP
1281,P101,C_022,,5,01/28/2023,Non-VIP
1282,P104,C_069,250.5,2,02/17/2023,VIP
1283,P103,C_083,120,1,07-01-2023,VIP
1284,P102,C_090,150,,01-11-2023,Non-VIP
1285,P104,C_095,30,4,03/19/2023,VIP
1286,P104,C_045,75,5,01/15/2023,VIP
1287,P104,C_025,250.5,,28-03-2023,VIP
1288,P104,C_078,,3,06-01-2023,VIP
1289,P104,C_087,150,1,01/27/2023,VIP
1290,P102,C_028,250.5,3,11-02-2023,Non-VIP
1291,P101,C_074,,4,23-01-2023,Non-VIP
1292,P104,C_079,,2,06-03-2023,VIP
1293,P103,C_020,30,,01-06-2023,VIP
1294,P101,C_069,150,3,03/15/2023,VIP
1295,P105,C_062,,,02/23/2023,VIP
1296,P101,C_062,150,3,22-01-2023,VIP
1297,P104,C_099,250.5,1,25-02-2023,VIP
1298,P102,C_066,120,4,09-03-2023,Non-VIP
1299,P104,C_050,,3,01/29/2023,Non-VIP
1300,P102,C_020,120,,15-01-2023,VIP
1301,P105,C_035,250.5,3,24-03-2023,VIP
1302,P102,C_024,75,3,26-01-2023,VIP
1303,P105,C_030,,1,23-01-2023,Non-VIP
1304,P104,C_070,120,5,27-02-2023,Non-VIP
1305,P105,C_093,,5,11-02-2023,Non-VIP
1306,P103,C_030,30,1,03-02-2023,Non-VIP
1307,P103,C_046,120,1,15-02-2023,VIP
1308,P101,C_050,30,4,05-01-2023,Non-VIP
1309,P103,C_047,150,,12-01-2023,Non-VIP
1310,P105,C_075,30,4,16-03-2023,VIP
1311,P101,C_068,120,,01/25/2023,VIP
1312,P105,C_071,120,2,01-08-2023,VIP
1313,P101,C_054,,1,06-03-2023,VIP
1314,P102,C_016,75,,02/26/2023,VIP
1315,P105,C_077,120,2,02/16/2023,VIP
1316,P103,C_060,30,3,28-03-2023,VIP
1317,P101,C_091,,3,01-09-2023,Non-VIP
1318,P101,C_082,,4,02-06-2023,Non-VIP
1319,P105,C_030,250.5,1,16-03-2023,Non-VIP
1320,P102,C_055,250.5,,31-03-2023,VIP
1321,P104,C_027,120,,01-11-2023,VIP
1322,P105,C_059,,3,17-01-2023,Non-VIP
1323,P105,C_022,,,24-02-2023,Non-VIP
1324,P103,C_013,250.5,3,24-01-2023,Non-VIP
1325,P103,C_073,75,2,18-01-2023,VIP
1326,P101,C_048,150,5,11-03-2023,Non-VIP
1327,P105,C_015,,3,21-03-2023,Non-VIP
1328,P105,C_059,75,2,24-01-2023,Non-VIP
1329,P105,C_032,,4,01-06-2023,VIP
1330,P103,C_097,,2,26-02-2023,Non-VIP
1331,P103,C_068,75,5,01/31/2023,VIP
1332,P104,C_035,250.5,,03/15/2023,VIP
1333,P104,C_047,30,5,03-09-2023,Non-VIP
1334,P102,C_036,120,2,02-02-2023,Non-VIP
1335,P104,C_058,120,1,08-03-2023,VIP
1336,P103,C_021,75,3,27-02-2023,VIP
1337,P102,C_066,150,2,02/27/2023,Non-VIP
1338,P101,C_064,150,4,03-06-2023,VIP
1339,P102,C_060,150,3,29-01-2023,VIP
1340,P103,C_023,,,12-02-2023,Non-VIP
1341,P102,C_015,250.5,4,31-03-2023,Non-VIP
1342,P104,C_068,120,1,11-01-2023,VIP
1343,P103,C_038,75,5,19-03-2023,Non-VIP
1344,P104,C_025,250.5,2,08-02-2023,VIP
1345,P101,C_041,30,,03/21/2023,VIP
1346,P101,C_025,30,5,10-03-2023,VIP
1347,P105,C_084,75,,01/19/2023,VIP
1348,P104,C_011,120,3,31-01-2023,Non-VIP
1349,P104,C_034,,,11-01-2023,Non-VIP
1350,P103,C_019,120,5,06-03-2023,VIP
1351,P105,C_013,30,4,06-01-2023,Non-VIP
1352,P104,C_058,250.5,,01-03-2023,VIP
1353,P101,C_055,75,,26-03-2023,VIP
1354,P101,C_085,,3,18-01-2023,VIP
1355,P103,C_080,250.5,,23-01-2023,VIP
1356,P104,C_072,,2,18-01-2023,Non-VIP
1357,P104,C_015,250.5,2,06-01-2023,Non-VIP
1358,P101,C_051,250.5,5,20-02-2023,VIP
1359,P104,C_043,150,,01/25/2023,Non-VIP
1360,P103,C_017,,3,04-02-2023,VIP
1361,P103,C_066,30,,02/26/2023,Non-VIP
1362,P103,C_034,30,,03-05-2023,Non-VIP
1363,P105,C_045,150,,24-02-2023,VIP
1364,P104,C_088,75,5,02-07-2023,VIP
1365,P101,C_021,250.5,,02-07-2023,VIP
1366,P104,C_088,,4,22-01-2023,VIP
1367,P104,C_055,30,1,15-02-2023,VIP
1368,P104,C_046,,1,10-01-2023,VIP
1369,P104,C_057,120,,28-03-2023,Non-VIP
1370,P101,C_029,120,,26-02-2023,Non-VIP
1371,P102,C_019,75,,02/16/2023,VIP
1372,P104,C_083,150,5,20-01-2023,VIP
1373,P104,C_058,250.5,4,10-01-2023,VIP
1374,P102,C_078,250.5,4,10-02-2023,VIP
1375,P103,C_042,150,1,01/24/2023,VIP
1376,P105,C_060,120,1,02-03-2023,VIP
1377,P104,C_038,120,3,03/30/2023,Non-VIP
1378,P102,C_026,75,1,27-02-2023,VIP
1379,P104,C_022,,3,03/27/2023,Non-VIP
1380,P101,C_081,120,3,08-02-2023,VIP
1381,P102,C_057,120,2,16-01-2023,Non-VIP
1382,P102,C_041,30,1,16-02-2023,VIP
1383,P105,C_058,30,5,17-01-2023,VIP
1384,P101,C_019,250.5,4,03-03-2023,VIP
1385,P104,C_063,120,1,01/17/2023,Non-VIP
1386,P101,C_068,30,,03-08-2023,VIP
1387,P102,C_081,,5,24-01-2023,VIP
1388,P104,C_075,150,1,08-03-2023,VIP
1389,P103,C_032,75,3,01-04-2023,VIP
1390,P103,C_077,250.5,1,02-02-2023,VIP
1391,P105,C_046,75,,08-02-2023,VIP
1392,P105,C_022,120,,22-01-2023,Non-VIP
1393,P105,C_030,75,,21-03-2023,Non-VIP
1394,P105,C_054,120,1,04-01-2023,VIP
1395,P101,C_093,120,3,25-03-2023,Non-VIP
1396,P105,C_064,120,,01-04-2023,VIP
1397,P105,C_048,,3,03-03-2023,Non-VIP
1398,P104,C_049,30,1,30-03-2023,Non-VIP
1399,P102,C_067,30,4,01-03-2023,VIP
1400,P103,C_088,75,3,10-02-2023,VIP
1401,P103,C_062,75,3,07-03-2023,VIP
1402,P101,C_051,75,4,01/16/2023,VIP
1403,P104,C_042,75,1,01-07-2023,VIP
1404,P104,C_089,30,2,01/21/2023,Non-VIP
1405,P105,C_051,75,2,05-03-2023,VIP
1406,P104,C_074,250.5,4,03-01-2023,Non-VIP
1407,P104,C_075,30,2,28-01-2023,VIP
1408,P103,C_017,150,3,05-03-2023,VIP
1409,P104,C_047,120,1,01/14/2023,Non-VIP
1410,P102,C_044,,3,02/21/2023,Non-VIP
1411,P101,C_062,150,5,13-03-2023,VIP
1412,P103,C_081,250.5,1,19-02-2023,VIP
1413,P104,C_081,250.5,5,29-03-2023,VIP
1414,P101,C_027,150,4,02/17/2023,VIP
1415,P105,C_057,75,2,19-03-2023,Non-VIP
1416,P104,C_075,150,1,05-01-2023,VIP
1417,P103,C_071,120,4,20-01-2023,VIP
1418,P105,C_028,250.5,5,10-02-2023,Non-VIP
1419,P104,C_089,,3,03/17/2023,Non-VIP
1420,P105,C_076,120,4,01-04-2023,VIP
1421,P103,C_071,150,3,12-02-2023,VIP
1422,P101,C_064,120,3,30-03-2023,VIP
1423,P101,C_087,30,3,25-03-2023,VIP
1424,P105,C_040,,1,03/16/2023,VIP
1425,P102,C_078,,,03/21/2023,VIP
1426,P102,C_098,75,1,15-03-2023,VIP
1427,P101,C_035,150,4,02-10-2023,VIP
1428,P102,C_063,,2,22-02-2023,Non-VIP
1429,P105,C_071,,,08-01-2023,VIP
1430,P102,C_077,75,5,11-02-2023,VIP
1431,P104,C_078,30,3,01/23/2023,VIP
1432,P105,C_054,120,3,28-03-2023,VIP
1433,P103,C_089,30,2,02-01-2023,Non-VIP
1434,P105,C_049,75,3,06-02-2023,Non-VIP
1435,P102,C_099,,4,02-10-2023,VIP
1436,P103,C_082,,3,06-02-2023,Non-VIP
1437,P105,C_097,120,4,02/20/2023,Non-VIP
1438,P102,C_048,150,3,01-11-2023,Non-VIP
1439,P104,C_094,250.5,,03-03-2023,Non-VIP
1440,P102,C_079,250.5,5,03/31/2023,VIP
1441,P102,C_024,120,,17-03-2023,VIP
1442,P102,C_017,,5,29-01-2023,VIP
1443,P102,C_017,150,4,12-02-2023,VIP
1444,P104,C_023,,2,01-01-2023,Non-VIP
1445,P102,C_063,,4,03-03-2023,Non-VIP
1446,P102,C_047,250.5,3,24-03-2023,Non-VIP
1447,P101,C_094,120,2,10-03-2023,Non-VIP
1448,P101,C_033,30,2,01-05-2023,Non-VIP
1449,P104,C_034,,3,05-01-2023,Non-VIP
1450,P103,C_083,120,1,02-12-2023,VIP
1451,P104,C_093,120,5,05-03-2023,Non-VIP
1452,P105,C_070,250.5,2,01/15/2023,Non-VIP
1453,P102,C_069,,3,24-01-2023,VIP
1454,P103,C_048,120,,25-01-2023,Non-VIP
1455,P105,C_092,30,4,03-07-2023,Non-VIP
1456,P101,C_062,,1,24-01-2023,VIP
1457,P104,C_052,75,1,02-03-2023,Non-VIP
1458,P102,C_068,250.5,3,08-02-2023,VIP
1459,P105,C_012,250.5,,16-02-2023,Non-VIP
1460,P102,C_018,,1,03-01-2023,Non-VIP
1461,P102,C_062,,5,04-01-2023,VIP
1462,P101,C_092,250.5,3,20-03-2023,Non-VIP
1463,P102,C_028,30,2,28-02-2023,Non-VIP
1464,P105,C_058,30,,03-12-2023,VIP
1465,P105,C_096,75,2,29-03-2023,Non-VIP
1466,P101,C_078,30,5,04-01-2023,VIP
1467,P101,C_083,150,1,12-03-2023,VIP
1468,P102,C_084,120,2,01/22/2023,VIP
1469,P105,C_067,150,,27-01-2023,VIP
1470,P105,C_073,150,5,27-02-2023,VIP
1471,P104,C_027,120,4,28-02-2023,VIP
1472,P101,C_082,30,,09-02-2023,Non-VIP
1473,P101,C_061,250.5,1,28-01-2023,VIP
1474,P101,C_016,30,3,31-03-2023,VIP
1475,P105,C_018,150,4,01-05-2023,Non-VIP
1476,P104,C_034,75,,03/24/2023,Non-VIP
1477,P103,C_059,30,4,18-02-2023,Non-VIP
1478,P105,C_028,,3,16-01-2023,Non-VIP
1479,P105,C_061,120,2,29-01-2023,VIP
1480,P101,C_049,30,,03-11-2023,Non-VIP
1481,P105,C_059,75,2,02/28/2023,Non-VIP
1482,P102,C_046,75,,15-01-2023,VIP
1483,P104,C_089,150,2,27-01-2023,Non-VIP
1484,P101,C_087,150,4,18-03-2023,VIP
1485,P101,C_042,,1,02/21/2023,VIP
1486,P102,C_080,75,1,18-01-2023,VIP
1487,P103,C_040,,5,10-02-2023,VIP
1488,P105,C_097,250.5,2,08-02-2023,Non-VIP
1489,P105,C_039,30,3,05-02-2023,VIP
1490,P105,C_086,,2,22-03-2023,Non-VIP
1491,P104,C_082,30,1,14-02-2023,Non-VIP
1492,P104,C_078,250.5,,02/23/2023,VIP
1493,P102,C_049,30,2,03-10-2023,Non-VIP
1494,P102,C_039,250.5,,01/19/2023,VIP
1495,P101,C_082,30,4,13-03-2023,Non-VIP
1496,P102,C_060,75,3,01/27/2023,VIP
1497,P101,C_068,250.5,1,10-03-2023,VIP
1498,P102,C_017,250.5,4,28-03-2023,VIP
1499,P105,C_016,150,2,17-03-2023,VIP
